Category,Brand,Product Name,Star Rating,Number of reviews,Description,Product ID,Color,Size,Regular Price,Previous Price,Feature Image URLs,Carousel Image URLs,URL
Hike & Camp / Bags & Backpacks / Travel Backpacks,Decathlon  Forclaz,Forclaz Men's Travel 900 50+6 L Backpacking Pack,4.68,111,"This backpack is ideal for travelling and going from one place to another without having to hike for too long: very robust and practical, your can transport all your belongings. Comes with a waterproof cover.
The Travel 900 50+6 only weighs 5 lbs and can contain a total volume of 50 liters which we recommend for trips over 2 weeks. The top of the bag is detachable to be used as a daypack and can contain 6 extra liters.
Suitcase opening for a better organization of your belongings inside the backpack with safety lock holes in the zippers to prevent theft.
The EASYFIT technology allows you to simultaneaously adjust the back and the straps of the bag by pulling the 2 straps located on each side of the bag
This is a men's backpack: This bag has been conceived for a masculine morphology (torso and hips). We recommend to stick to your gender when you choose a bag for comfort purposes when carrying it on your back.
10-year warranty: the fabric of the bag is ultra resistant and Decathlon is proud to offer this warranty for any defect that could appear in the next 10 years.",8580006,Carbon Gray,50 + 6 L,$149.00,,https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2606808.jpg?v=1712144981&width=675,"https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2606808.jpg?v=1712144981&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2210198.jpg?v=1705419749&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2210203.jpg?v=1705419753&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2420497.jpg?v=1705419757&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2420499.jpg?v=1705419761&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2420498.jpg?v=1705419768&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2480608.jpg?v=1705419773&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2420500.jpg?v=1705419777&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2420515.jpg?v=1705419781&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2420514.jpg?v=1705497486&width=150, https://www.decathlon.com/cdn/shop/files/8580006-product_image-p2479885.jpg?v=1705497495&width=150",https://www.decathlon.com/collections/travel-packs/products/forclaz-travel-trekking-backpack-900-506l-with-suitcase-opening-324146
Hike & Camp / Bags & Backpacks / Travel Backpacks,Decathlon  Forclaz,Forclaz Men's Travel 900 70+6L Backpacking Pack,4.72,134,"This backpack is ideal for travelling and going from one place to another without having to hike for too long: very robust and practical, your can transport all your belongings. Comes with a waterproof cover.
The Travel 900 70+6 only weighs 5.5 lbs and can contain a total volume of 70 liters which we recommend for trips over 2 weeks. The top of the bag is detachable to be used as a daypack and can contain 6 extra liters.
Suitcase opening for a better organization of your belongings inside the backpack with safety lock holes in the zippers to prevent theft.
The EASYFIT technology allows you to simultaneaously adjust the back and the straps of the bag by pulling the 2 straps located on each side of the bag
This is a men's backpack: This bag has been conceived for a masculine morphology (torso and hips). We recommend to consider the users physical morphology when you choose a bag for comfort purposes when carrying it on your back.
10-year warranty: the fabric of the bag is ultra resistant and Decathlon is proud to offer this warranty for any defect that could appear in the next 10 years.",8580014,Dark Green,70+6 L,$179.00,,https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2606959.jpg?v=1712144965&width=675,"https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2606959.jpg?v=1712144965&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2210164.jpg?v=1703075609&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2479877.jpg?v=1703075607&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2420505.jpg?v=1703075607&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2420504.jpg?v=1703075608&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2420503.jpg?v=1703075608&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2480606.jpg?v=1703075607&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2420502.jpg?v=1703075608&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2420501.jpg?v=1703075608&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2420516.jpg?v=1703075609&width=150, https://www.decathlon.com/cdn/shop/files/8580014-product_image-p2210169.jpg?v=1703075609&width=150",https://www.decathlon.com/collections/travel-packs/products/forclaz-travel-trekking-backpack-900-706-l-324139
Hike & Camp / Bags & Backpacks / Travel Backpacks,Decathlon  Forclaz,Forclaz Travel 900 Spare Backpack Pouch,1.0,1,"Back-up bag compatible with the Travel 900 50/60/70 L
Volume: 6 L",8766039,Black,One Size,$39.99,,https://www.decathlon.com/cdn/shop/files/8766039-product_image-p2606501.jpg?v=1714385301&width=675,"https://www.decathlon.com/cdn/shop/files/8766039-product_image-p2606501.jpg?v=1714385301&width=150, https://www.decathlon.com/cdn/shop/files/8766039-product_image-p2422862.jpg?v=1714385304&width=150, https://www.decathlon.com/cdn/shop/files/8766039-product_image-p2422861.jpg?v=1714385307&width=150, https://www.decathlon.com/cdn/shop/files/8766039-product_image-p2422858.jpg?v=1714385309&width=150, https://www.decathlon.com/cdn/shop/files/8766039-product_image-p2422859.jpg?v=1714385312&width=150",https://www.decathlon.com/collections/travel-packs/products/forclaz-unisex-removable-pouch-travel-900-50-60-70-l-342902
Hike & Camp / Bags & Backpacks / Backpacks,Decathlon  Quechua,Quechua NH Explorer 900 Focus Camera Backpack,4.38,134,"Thick, ventilated, padded straps and back |Stomach strap | Chest strap | Thumb rests
Volume: 30 liters | 2 compartments | Weight: 3.63 lb | 19.6'' x 11'' x 9''
Detachable 10 L photo compartment, padded, 5 pockets, 9 separators, 2 handles",8787189,Carbon Gray,One Size,$189.00,,https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2606857.jpg?v=1714471831&width=675,"https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2606857.jpg?v=1714471831&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2249965.jpg?v=1714783849&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2176388.jpg?v=1714783849&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2316242.jpg?v=1714783849&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2176381.jpg?v=1714783846&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2176383.jpg?v=1714783846&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2176384.jpg?v=1714783846&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2176380.jpg?v=1714783846&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2176389.jpg?v=1714783849&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2176390.jpg?v=1714782558&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2176382.jpg?v=1714782561&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2176385.jpg?v=1714782564&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2176386.jpg?v=1714782567&width=150, https://www.decathlon.com/cdn/shop/files/8787189-product_image-p2176387.jpg?v=1714782570&width=150",https://www.decathlon.com/collections/lifestyle-packs/products/quechua-nh-explorer-900-focus-camera-backpack-344239
Hike & Camp / Bags & Backpacks / Travel Backpacks,Decathlon  Forclaz,Forclaz Travel 100 Compact 2 L Hiking Fanny Pack,4.58,1303,"Volume 2 L I  Weight: 1.6 oz (45 g)
1 x Large Main Compartment + 1 x Zipped Pocket on the Outside.
Compact design: The bag folds up to occupy very little space.
2 year warranty",8560408,Black,2 L,$14.99,,https://www.decathlon.com/cdn/shop/files/8560408-product_image-p2621813.jpg?v=1712057882&width=675,"https://www.decathlon.com/cdn/shop/files/8560408-product_image-p2621813.jpg?v=1712057882&width=150, https://www.decathlon.com/cdn/shop/files/8560408-product_image-p1800980.jpg?v=1703075292&width=150, https://www.decathlon.com/cdn/shop/files/8560408-product_image-p1800965.jpg?v=1703075293&width=150, https://www.decathlon.com/cdn/shop/files/8560408-product_image-p1800956.jpg?v=1703075293&width=150, https://www.decathlon.com/cdn/shop/files/8560408-product_image-p1801006.jpg?v=1703075293&width=150",https://www.decathlon.com/collections/travel-packs/products/backpacking-compact-2-liter-travel-fanny-pack-travel-100-309871
Hike & Camp / Bags & Backpacks / Backpacks,Decathlon  Quechua,Quechua Hiking backpack 32L - NH Escape 500,4.69,1906,"Capacity: 32 liters | 2.4 lbs | Dimensions: 19.7” x 11” x 9.8”
3 compartments | 12 pockets: 5 zipped, 2 bottle holders 1 L, 1 x 17” laptop pocket
10-year warranty: Durable and abrasion-resistant materials",8649351,Black,32 L,$59.99,,https://www.decathlon.com/cdn/shop/files/8649351-product_image-p2192201.jpg?v=1714475988&width=675,"https://www.decathlon.com/cdn/shop/files/8649351-product_image-p2192201.jpg?v=1714475988&width=150, https://www.decathlon.com/cdn/shop/files/8649351-product_image-p2249960.jpg?v=1704805278&width=150, https://www.decathlon.com/cdn/shop/files/8649351-product_image-p2192204.jpg?v=1714475992&width=150, https://www.decathlon.com/cdn/shop/files/8649351-product_image-p2254056.jpg?v=1700155175&width=150, https://www.decathlon.com/cdn/shop/files/8649351-product_image-p2192212.jpg?v=1714476006&width=150, https://www.decathlon.com/cdn/shop/files/8649351-product_image-p2192205.jpg?v=1714476009&width=150, https://www.decathlon.com/cdn/shop/files/8649351-product_image-p2192213.jpg?v=1714476016&width=150, https://www.decathlon.com/cdn/shop/files/8649351-product_image-p2192207.jpg?v=1722339333&width=150",https://www.decathlon.com/collections/lifestyle-packs/products/hiking-backpack-32l-nh-escape-500-334334
Hike & Camp / Bags & Backpacks / Backpacks,Decathlon  Quechua,Quechua Hiking Backpack 16L NH Escape 100 Square,4.8,945,"Volume: 16 L (610.2 in³) | Weight: 1.3 lbs (590 g) | Dimensions: 15.7” x 11.8” x 2.8”
Pockets: 5 x Zipped Pockets | 2 x Water Bottle Holders |1 x 15” Laptop Pocket | 1 x 13” Tablet Pocket
Ventilation: 2 thick mesh pads for ventilating the back | Ventilated shoulder straps
Carrying Comfort: Padded shoulder straps 10 mm | 2 thumb loops | 2 ergonomic handles",8649501,Black,16 L,$25.00,$34.99,https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2621199.jpg?v=1712059306&width=675,"https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2621199.jpg?v=1712059306&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2082164.jpg?v=1701866577&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2107737.jpg?v=1701866575&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2101659.jpg?v=1701866576&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2254052.jpg?v=1701866577&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2082172.jpg?v=1701866577&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2082171.jpg?v=1701866576&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2082163.jpg?v=1701866573&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2082169.jpg?v=1701866575&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2082167.jpg?v=1701866575&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2082160.jpg?v=1701866574&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2082168.jpg?v=1701866574&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2082162.jpg?v=1701866574&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2082170.jpg?v=1714649061&width=150, https://www.decathlon.com/cdn/shop/files/8649501-product_image-p2082173.jpg?v=1714649064&width=150",https://www.decathlon.com/collections/lifestyle-packs/products/hiking-backpack-16l-nh-escape-150-square-334486
Hike & Camp / Bags & Backpacks / Backpacks,Decathlon  Quechua,Quechua NH Escape 500 23 L Hiking Backpack,4.7,3759,"Capacity: 23 liters | 2 lbs | Dimensions: 18” x 11” x 8.6”
3 compartments | 12 pockets: 3 zipped, 2 bottle holders 0.8 L, 1 laptop pocket 15
10-year warranty: Durable and abrasion-resistant materials","8844304, 8649339, 8649342","Beetroot, Dark Blue, Black","23 L, 23 L, 23 L","$35.00, $49.99, $35.00",$49.99,https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629987.jpg?v=1709136629&width=675,"https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629987.jpg?v=1709136629&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2651428.jpg?v=1709136638&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629978.jpg?v=1709136676&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2254055.jpg?v=1709136633&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629979.jpg?v=1709136644&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629983.jpg?v=1709136648&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629973.jpg?v=1709136652&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629981.jpg?v=1709136657&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629977.jpg?v=1709136662&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629974.jpg?v=1709136666&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629975.jpg?v=1709136671&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629980.jpg?v=1709136681&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629988.jpg?v=1709136685&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629982.jpg?v=1709136689&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629984.jpg?v=1709136694&width=150",https://www.decathlon.com/collections/lifestyle-packs/products/quechua-nh-escape-500-23l-hiking-backpack-334344
Hike & Camp / Bags & Backpacks / Travel Backpacks,Decathlon  Forclaz,Forclaz Travel 2 L Belt Bag,4.7,2688,"Dimensions: 14” x 4.7” x 4” (36 x 12 x 10 cm) Weight: 3.5 oz (100 g)
1 x Main pocket with key ring + 1 x Small back pocket
Reinforced fabric reduces accelerated wear & tear","8677272, 8677274","Black, Butterscotch","2 L, 2 L","$19.99, $19.99",,https://www.decathlon.com/cdn/shop/files/8677272-product_image-p2621840.jpg?v=1712059060&width=675,"https://www.decathlon.com/cdn/shop/files/8677272-product_image-p2621840.jpg?v=1712059060&width=150, https://www.decathlon.com/cdn/shop/files/8677272-product_image-p2210608.jpg?v=1700658160&width=150, https://www.decathlon.com/cdn/shop/files/8677272-product_image-p2210607.jpg?v=1700658160&width=150, https://www.decathlon.com/cdn/shop/files/8677272-product_image-p2210606.jpg?v=1700658160&width=150, https://www.decathlon.com/cdn/shop/files/8677272-product_image-p2210609.jpg?v=1700658161&width=150",https://www.decathlon.com/collections/travel-packs/products/forclaz-travel-2-l-belt-bag-331437
Hike & Camp / Bags & Backpacks / Backpacks,Decathlon  Quechua,Quechua Hiking backpack 23L - NH Escape 500 Rolltop,4.79,874,"Hidden pocket | Secure zip | Cable outlet | Suitcase connection | Organiser
1 compartment I 13 pockets: 5 x zipped pockets / 2 x bottle holders 0.8L / 1 x 15” laptop pocket
Capacity: Rolltop Adjustable 23L to 27L
Weight: 29.3 oz (830 g)
10 year warranty","8736382, 8736386","Carbon Gray, Yellow Ochre","23 L, 23 L","$59.99, $59.99",,https://www.decathlon.com/cdn/shop/files/8736382-product_image-p2183126.jpg?v=1718731497&width=675,"https://www.decathlon.com/cdn/shop/files/8736382-product_image-p2183126.jpg?v=1718731497&width=150, https://www.decathlon.com/cdn/shop/files/8736382-product_image-p2183129.jpg?v=1706186318&width=150, https://www.decathlon.com/cdn/shop/files/8736382-product_image-p2138304.jpg?v=1706186294&width=150, https://www.decathlon.com/cdn/shop/files/8736382-product_image-p2254057.jpg?v=1706186282&width=150, https://www.decathlon.com/cdn/shop/files/8736382-product_image-p2183139.jpg?v=1706186290&width=150, https://www.decathlon.com/cdn/shop/files/8736382-product_image-p2183137.jpg?v=1706186298&width=150, https://www.decathlon.com/cdn/shop/files/8736382-product_image-p2183130.jpg?v=1706186301&width=150, https://www.decathlon.com/cdn/shop/files/8736382-product_image-p2183140.jpg?v=1706186303&width=150, https://www.decathlon.com/cdn/shop/files/8736382-product_image-p2183132.jpg?v=1706186306&width=150, https://www.decathlon.com/cdn/shop/files/8736382-product_image-p2183133.jpg?v=1706186310&width=150, https://www.decathlon.com/cdn/shop/files/8736382-product_image-p2183135.jpg?v=1706186314&width=150",https://www.decathlon.com/collections/lifestyle-packs/products/hiking-backpack-23l-nh-escape-500-rolltop-334561
Hike & Camp / Bags & Backpacks / Backpacks,Decathlon  Quechua,Quechua NH Escape 500 Rolltop 32 L Backpack,4.64,256,"Volume adjustable from 32 L to 37 L | Dimensions: 19.7” x 11” x 9.85” | Cabin luggage size
1 Compartment | 13 Pockets: 5 x Zipped, 2 x Bottle Holders 1L, 1 x 17” Laptop Pouch
Lightweight at 2.09 lbs (950 g)
10 year warranty",8736456,Carbon Gray,32 L,$69.99,,https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2183168.jpg?v=1718731536&width=675,"https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2183168.jpg?v=1718731536&width=150, https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2249963.jpg?v=1704805616&width=150, https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2183158.jpg?v=1700155225&width=150, https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2254058.jpg?v=1700155224&width=150, https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2183169.jpg?v=1700155225&width=150, https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2183157.jpg?v=1700155225&width=150, https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2183165.jpg?v=1700155226&width=150, https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2183161.jpg?v=1700155226&width=150, https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2183170.jpg?v=1700155226&width=150, https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2183167.jpg?v=1700155226&width=150, https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2183159.jpg?v=1700155227&width=150, https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2183162.jpg?v=1700155227&width=150, https://www.decathlon.com/cdn/shop/files/8736456-product_image-p2183164.jpg?v=1712146075&width=150",https://www.decathlon.com/collections/lifestyle-packs/products/hiking-backpack-32l-nh-escape-500-rolltop-334630
Hike & Camp / Bags & Backpacks / Backpacks,Decathlon  Quechua,Quechua NH Escape 150 10 L Backpack,4.73,1601,"Material: Main fabric; 20% polyamide and 80% polyester cationic / Lining: 100% polyester cationic / Foam part: 100% foamed polyurethane
Product Dimensions: 14.6 in x 9.8 in x 3.9 in
Weight and Volume: One pound / 10 Liters
Comfortable and Ventilated: Shoulders and back are padded and use easily-ventilated fabric
Plenty of storage: Seven different storage compartments, including two zipped pockets, one 13 in laptop pocket and one 10 in laptop pocket.
Product Warranty: Ten years",8844287,Taupe Pink,10 L,$24.99,,https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2629762.jpg?v=1709143511&width=675,"https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2629762.jpg?v=1709143511&width=150, https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2651438.jpg?v=1709143518&width=150, https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2629772.jpg?v=1709143549&width=150, https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2254051.jpg?v=1709143515&width=150, https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2629769.jpg?v=1709143522&width=150, https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2629770.jpg?v=1709143525&width=150, https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2629768.jpg?v=1709143529&width=150, https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2629767.jpg?v=1709143533&width=150, https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2629764.jpg?v=1709143536&width=150, https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2629765.jpg?v=1709143540&width=150, https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2629763.jpg?v=1709143544&width=150, https://www.decathlon.com/cdn/shop/files/8844287-product_image-p2629773.jpg?v=1709143554&width=150",https://www.decathlon.com/collections/lifestyle-packs/products/quechua-hiking-backpack-10l-nh-escape-150-square-325104
